data_hora_dispositivo;entradas_4a20 (1);status (1);status (2);timestamp_dispositivo;codigo_produto;rele (1);tipo_sensor;temperatura;pulso (1);pulso (2);timestamp_servidor;dia_sem;sinal;id_dispositivo;umidade;ct_pulso (1);ct_pulso (2);Hidrômetro  (1);Vazão (1);Sonda de nível (1)
2025-03-01 07:25:00;460;0;0;1740824700;25;0;DISABLED;-32768;32258;0;1740824701;Saturday;-89;2756562;-32768;485;0;5878.0;7.42;11.25
2025-03-01 07:28:00;460;0;0;1740824880;25;0;DISABLED;-32768;32261;0;1740824881;Saturday;-80;2756562;-32768;486;0;5878.3;7.41;11.25
2025-03-01 07:31:00;460;0;0;1740825060;25;0;DISABLED;-32768;32265;0;1740825061;Saturday;-84;2756562;-32768;486;0;5878.7;7.41;11.25
2025-03-01 07:34:00;460;0;0;1740825240;25;0;DISABLED;-32768;32269;0;1740825241;Saturday;-86;2756562;-32768;487;0;5879.1;7.39;11.25
2025-03-01 07:37:00;460;0;0;1740825420;25;0;DISABLED;-32768;32272;0;1740825421;Saturday;-88;2756562;-32768;486;0;5879.4;7.41;11.25
2025-03-01 07:40:00;460;0;0;1740825600;25;0;DISABLED;-32768;32276;0;1740825602;Saturday;-85;2756562;-32768;486;0;5879.8;7.41;11.25
2025-03-01 07:43:00;460;0;0;1740825780;25;0;DISABLED;-32768;32280;0;1740825781;Saturday;-87;2756562;-32768;487;0;5880.2;7.39;11.25
2025-03-01 07:46:00;460;1;0;1740825960;25;0;DISABLED;-32768;32284;0;1740825961;Saturday;-88;2756562;-32768;487;0;5880.6;7.39;11.25
2025-03-01 07:49:00;460;0;0;1740826140;25;0;DISABLED;-32768;32287;0;1740826141;Saturday;-85;2756562;-32768;488;0;5880.9;7.38;11.25
2025-03-01 07:52:00;460;0;0;1740826320;25;0;DISABLED;-32768;32291;0;1740826321;Saturday;-88;2756562;-32768;487;0;5881.3;7.39;11.25
2025-03-01 07:55:00;460;0;0;1740826500;25;0;DISABLED;-32768;32295;0;1740826501;Saturday;-91;2756562;-32768;488;0;5881.7;7.38;11.25
2025-03-01 07:58:00;460;0;0;1740826680;25;0;DISABLED;-32768;32298;0;1740826681;Saturday;-92;2756562;-32768;489;0;5882.0;7.36;11.25
2025-03-01 08:01:00;460;0;0;1740826860;25;0;DISABLED;-32768;32302;0;1740826861;Saturday;-89;2756562;-32768;487;0;5882.4;7.39;11.25
2025-03-01 08:04:00;460;0;0;1740827040;25;0;DISABLED;-32768;32306;0;1740827041;Saturday;-83;2756562;-32768;488;0;5882.8;7.38;11.25
